title,movieId,id
The Browning Version,211,49805
Burnt by the Sun,213,50797
Before the Rain,214,19155
Before Sunrise,215,76
Billy Madison,216,11017
The Babysitter,217,37141
Boys on the Side,218,9382
The Cure,219,6715
Castle Freak,220,18256
Circle of Friends,222,22625
Clerks,223,2292
Don Juan DeMarco,224,1909
Disclosure,225,8984
Drop Zone,227,4954
Destiny Turns on the Radio,228,62488
Death and the Maiden,229,10531
Dolores Claiborne,230,11929
Dumb and Dumber,231,8467
Eat Drink Man Woman,232,10451
Exotica,233,20156
Exit to Eden,234,18395
Ed Wood,235,522
French Kiss,236,397
Forget Paris,237,10525
Far from Home: The Adventures of Yellow Dog,238,27985
A Goofy Movie,239,15789
Hideaway,240,27303
Fluke,241,21183
Farinelli,242,10954
Gordy,243,47867
Gumby: The Movie,244,43475
The Glass Shield,245,72031
Hoop Dreams,246,14275
Heavenly Creatures,247,1024
Houseguest,248,17207
Immortal Beloved,249,13701
Heavyweights,250,14819
The Hunted 1995,251,32631
I.Q.,252,11777
Interview with the Vampire,253,628
Jefferson in Paris,254,87729
The Jerky Boys,255,18713
Junior,256,6280
Just Cause,257,9061
A Kid in King Arthur's Court,258,37108
Kiss of Death 1995,259,6071
Star Wars,260,11
Little Women 1994,261,9587
A Little Princess,262,19101
Ladybird Ladybird,263,49980
L'Enfer,264,17961
Like Water for Chocolate,265,18183
Legends of the Fall,266,4476
Major Payne,267,11008
Little Odessa,268,47504
Mi Vida Loca,269,32325
Love Affair,270,43742
Losing Isaiah,271,28313
The Madness of King George,272,11318
Mary Shelley's Frankenstein,273,3036
Man of the House,274,40490
Mixed Nuts,275,24070
Milk Money,276,8986
Miracle on 34th Street 1994,277,10510
Miami Rhapsody,278,17402
My Family,279,38722
Murder in the First,280,8438
Nobody's Fool,281,11593
Nell,282,1945
New Jersey Drive,283,39310
Beyond Bedlam,285,56428
Nina Takes a Lover,287,131957
Natural Born Killers,288,241
Only You,289,9058
Once Were Warriors,290,527
Poison Ivy II: Lily,291,18220
Outbreak,292,6950
Leon: The Professional,293,101
The Perez Family,294,63020
A Pyromaniac's Love Story,295,2307
Pulp Fiction,296,680
Priest 1994,299,40156
Quiz Show,300,11450
Picture Bride,301,30304
Queen Margot,302,10452
The Quick and the Dead,303,12106
Roommates,304,161495
Prêt-à-Porter,305,3586
Three Colors: Red,306,110
Three Colors: Blue,307,108
Three Colors: White,308,109
"Red Firecracker, Green Firecracker",309,159185
Stuart Saves His Family,312,28033
The Swan Princess,313,22586
The Secret of Roan Inish,314,14334
The Specialist,315,2636
Stargate,316,2164
The Santa Clause,317,11395
The Shawshank Redemption,318,278
Shallow Grave,319,9905
Suture,320,87078
Strawberry and Chocolate,321,12527
Swimming with Sharks,322,20306
The Sum of Us,324,36614
Senior Trip,325,27993
To Live,326,31439
Tank Girl,327,9067
Tales from the Crypt: Demon Knight,328,9059
Star Trek: Generations,329,193
Tales from the Hood,330,25066
Tom & Viv,331,46797
Village of the Damned 1995,332,12122
Tommy Boy,333,11381
Vanya on 42nd Street,334,32636
The Underneath,335,36141
The Walking Dead,336,95963
What's Eating Gilbert Grape,337,1587
Virtuosity,338,9271
While You Were Sleeping,339,2064
The War,340,19855
Double Happiness,341,60855
Muriel's Wedding,342,236
The Baby-Sitters Club,343,48287
Ace Ventura: Pet Detective,344,3049
"The Adventures of Priscilla, Queen of the Desert",345,2759
Backbeat,346,12635
Bitter Moon,347,10497
Bullets Over Broadway,348,11382
Clear and Present Danger,349,9331
The Client,350,10731
"Corrina, Corrina",351,10464
Crooklyn,352,34152
The Crow,353,9495
Cobb,354,29973
The Flintstones,355,888
Forrest Gump,356,13
Four Weddings and a Funeral,357,712
Higher Learning,358,16295
I Love Trouble,360,10879
It Could Happen to You,361,10660
The Jungle Book 1994,362,10714
"The Wonderful, Horrible Life of Leni Riefenstahl",363,41647
The Lion King,364,8587
Little Buddha,365,1689
New Nightmare,366,11596
The Mask,367,854
Maverick,368,9359
Mrs. Parker and the Vicious Circle,369,23333
The Naked Gun 33⅓: The Final Insult,370,36593
The Paper,371,12280
Reality Bites,372,2788
Red Rock West,373,10427
Ri¢hie Ri¢h,374,11011
Safe Passage,375,49803
The River Wild,376,8987
Speed,377,1637
Speechless,378,15128
Timecop,379,8831
True Lies,380,36955
When a Man Loves a Woman,381,10449
Wolf,382,10395
Wyatt Earp,383,12160
Bad Company 1995,384,40480
A Low Down Dirty Shame,387,26352
"Boys Life: Three Stories of Love, Lust, and Liberation",388,39953
Colonel Chabert,389,41580
"Faster, Pussycat! Kill! Kill!",390,315
Jason's Lyric,391,22067
The Secret Adventures of Tom Thumb,392,18242
Street Fighter,393,11667
Mirage,401,226229
Highlander: The Final Dimension,405,8011
In the Mouth of Madness,407,2654
8 Seconds,408,18069
Above the Rim,409,19092
Addams Family Values,410,2758
The Age of Innocence,412,10436
Airheads,413,13595
The Air Up There,414,46094
Another Stakeout,415,9409
Bad Girls,416,11853
Barcelona,417,16771
Being Human,418,46924
The Beverly Hillbillies,419,11041
Beverly Hills Cop III,420,306
Black Beauty 1994,421,14522
Blink,422,26203
Blown Away,423,178
Blue Chips,424,19819
Blue Sky,425,57834
Body Snatchers,426,4722
Boxing Helena,427,18215
A Bronx Tale,428,1607
Cabin Boy,429,26391
Carlito's Way,431,6075
City Slickers II: The Legend of Curly's Gold,432,11310
Clean Slate,433,18658
Cliffhanger,434,9350
Coneheads,435,9612
Color of Night,436,2124
Cops & Robbersons,437,26261
The Cowboy Way,438,19176
Dangerous Game,439,49299
Dave,440,11566
Dazed and Confused,441,9571
Demolition Man,442,9739
The Endless Summer 2,443,24257
Even Cowgirls Get the Blues,444,34444
Fatal Instinct,445,26141
Farewell My Concubine,446,10997
The Favor,447,50463
Fearless 1993,448,10443
Fear of a Black Hat,449,20239
With Honors,450,16297
Flesh and Bone,451,18551
Widows' Peak,452,25440
For Love or Money,453,9024
The Firm,454,37233
Free Willy,455,1634
Fresh,456,13815
The Fugitive,457,5503
Geronimo: An American Legend,458,35588
The Getaway 1994,459,2087
Getting Even with Dad,460,41579
Go Fish,461,18620
Guilty as Sin,463,4916
Hard Target,464,2019
Heaven & Earth,465,31642
Hot Shots! Part Deux,466,9255
Live Nude Girls,467,26271
The Englishman Who Went Up a Hill But Came Down a Mountain,468,10612
The House of the Spirits,469,2259
House Party 3,470,16097
The Hudsucker Proxy,471,11934
I'll Do Anything,472,106143
In the Army Now,473,12475
In the Line of Fire,474,9386
In the Name of the Father,475,7984
The Inkwell,476,59930
What's Love Got to Do with It,477,15765
Judgment Night,479,6
Jurassic Park,480,329
Kalifornia,481,10909
Killing Zoe,482,507
King of the Hill,483,34024
Lassie,484,29918
Last Action Hero,485,9593
Life With Mikey,486,42580
Lightning Jack,487,22317
M. Butterfly,488,1413
Made in America,489,12121
Malice,490,2246
The Man without a Face,491,10502
Manhattan Murder Mystery,492,10440
Menace II Society,493,9516
Executive Decision,494,2320
In the Realm of the Senses,495,5879
What Happened Was...,496,83718
Much Ado About Nothing,497,11971
Mr. Jones,498,2625
Mr. Wonderful,499,31911
Mrs. Doubtfire,500,788
Naked,501,21450
The Next Karate Kid,502,11231
No Escape,504,10447
North,505,31586
Orlando,506,9300
A Perfect World,507,9559
Philadelphia,508,9800
The Piano,509,713
Poetic Justice,510,8291
The Program,511,18133
The Puppet Masters,512,25557
Radioland Murders,513,22588
The Ref,514,10872
The Remains of the Day,515,1245
Renaissance Man,516,11858
Rising Sun,517,7007
The Road to Wellville,518,10467
RoboCop 3,519,5550
Robin Hood: Men in Tights,520,8005
Romeo Is Bleeding,521,2088
Romper Stomper,522,10412
Ruby in Paradise,523,47889
Rudy,524,14534
Savage Nights,526,41878
Schindler's List,527,424
The Scout,528,35233
Searching for Bobby Fischer,529,14291
The Secret Garden,531,11236
Serial Mom,532,11592
The Shadow,533,8850
Shadowlands,534,10445
Short Cuts,535,695
A Simple Twist of Fate,536,43535
Sirens,537,12519
Six Degrees of Separation,538,23210
Sleepless in Seattle,539,858
Sliver,540,867
Blade Runner,541,78
Son in Law,542,13203
So I Married an Axe Murderer,543,10442
Striking Distance,544,11074
Super Mario Bros.,546,9607
Surviving the Game,547,17585
Terminal Velocity,548,9057
Thirty Two Short Films About Glenn Gould,549,20967
Threesome,550,10635
The Nightmare Before Christmas,551,9479
The Three Musketeers 1993,552,10057
Tombstone,553,11969
Trial by Jury,554,41590
True Romance,555,319
The War Room,556,26408
The Pagemaster,558,15139
"Paris, France",559,161158
Killer,561,85247
Welcome to the Dollhouse,562,11446
Germinal,563,51980
Chasers,564,24405
Cronos,565,11655
Kika,567,8223
Bhaji on the Beach,568,14587
Little Big League,569,31504
Wide Eyed and Legless,571,53185
"Ciao, Professore!",573,23637
Spanking the Monkey,574,17600
The Little Rascals,575,10897
Andre,577,21352
Princess Caraboo,580,37345
The Celluloid Closet,581,32562
Café au Lait,582,47507
The Brady Bunch Movie,585,9066
Home Alone,586,771
Ghost,587,251
Aladdin,588,812
Terminator 2: Judgment Day,589,280
Dances with Wolves,590,581
Batman 1989,592,268
The Silence of the Lambs,593,274
Snow White and the Seven Dwarfs,594,408
Beauty and the Beast 1991,595,10020
Pinocchio,596,10895
Pretty Woman,597,114
The Wild Bunch,599,576
Love and a .45,600,15477
Bye Bye Love,603,30528
One Fine Day,605,7300
Candyman: Farewell to the Flesh,606,10824
Fargo,608,275
Homeward Bound II: Lost in San Francisco,609,25059
Heavy Metal,610,11827
Hellraiser: Bloodline,611,8766
The Pallbearer,612,23570
Jane Eyre 1996,613,47333
Loaded,614,54850
Bread and Chocolate,615,51242
The Aristocats,616,10112
The Flower of My Secret,617,4307
Ed,619,32308
Scream of Stone,620,88893
My Favorite Season,621,52873
A Thin Line Between Love and Hate,626,28121
The Last Supper,627,12520
Primal Fear,628,1592
Carried Away,630,36447
All Dogs Go to Heaven 2,631,19042
Land and Freedom,632,38884
Denise Calls Up,633,47449
A Family Thing,635,41852
Sgt. Bilko,637,9099
Jack & Sarah,638,2021
Girl 6,639,61752
Diabolique 1996,640,10988
Courage Under Fire,647,10684
Mission: Impossible,648,954
Moll Flanders,650,18989
The Superwife,651,10801
DragonHeart,653,8840
Eddie,656,11107
Purple Noon,659,10363
James and the Giant Peach,661,10539
Fear,662,10543
Kids in the Hall: Brain Candy,663,18414
Faithful,664,47502
Underground,665,11902
Bloodsport II,667,25087
Pather Panchali,668,5801
The World of Apu,670,896
Mystery Science Theater 3000: The Movie,671,3065
Space Jam,673,2300
Barbarella,674,8069
Some Folks Call It a Sling Blade,678,27768
The Run of the Country,679,221917
Alphaville,680,8072
Coup de Torchon,681,35797
It's My Party,685,33245
Country Life,687,124460
Operation Dumbo Drop,688,27281
The Promise,690,105045
Mrs. Winterbourne,691,40001
Solo,692,29621
The Substitute,694,20762
True Crime 1996,695,37144
Butterfly Kiss,696,48260
Feeling Minnesota,697,12656
Delta of Venus,698,38867
Angus,700,25969
Faces,702,753
Boys 1996,703,43634
The Quest,704,9103
Cosi,705,90214
Mulholland Falls,707,10990
The Truth About Cats & Dogs,708,8866
Oliver & Company,709,12233
Celtic Pride,710,23449
Flipper 1996,711,36355
Dead Man,714,922
The Horseman on the Roof,715,11876
The Visitors,718,11687
Multiplicity,719,9304
"The Haunted World of Edward D. Wood, Jr.",722,73183
The Craft,724,9100
The Great White Hype,725,20759
Last Dance,726,46063
Cold Comfort Farm,728,32513
Heaven's Prisoners,731,36915
The Rock,733,9802
Cemetery Man,735,21588
Twister,736,664
Barb Wire,737,11867
Ghost in the Shell,741,9323
Thinner,742,10280
Spy Hard,743,10535
A Close Shave,745,532
Force of Evil,746,26744
The Stupids,747,16299
The Arrival,748,10547
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,750,935
A Month by the Lake,753,41007
Gold Diggers: The Secret of Bear Mountain,754,35645
Kim,755,110465
Carmen Miranda: Bananas Is My Business,756,255546
Ashes of Time,757,40751
Maya Lin: A Strong Clear Vision,759,85778
Stalingrad,760,11101
The Phantom,761,9826
Striptease,762,9879
Heavy,764,22621
Jack,765,7095
I Shot Andy Warhol,766,26890
The Grass Harp,767,46732
Spirits of the Dead,775,41225
Trainspotting,778,627
Til There Was You,779,32872
Independence Day,780,602
Stealing Beauty,781,14553
The Fan 1996,782,9566
The Hunchback of Notre Dame 1996,783,10545
The Cable Guy,784,9894
Kingpin,785,11543
Eraser,786,9268
The Gate of Heavenly Peace,787,52059
The Nutty Professor 1996,788,9327
My Life and Times With Antonin Artaud,793,124306
Daylight,798,11228
The Frighteners,799,10779
Lone Star,800,26748
Harriet the Spy,801,38223
Phenomenon,802,9294
Walking and Talking,803,49963
She's the One,804,11363
A Time to Kill,805,1645
American Buffalo,806,31546
Alaska,808,36344
Fled,809,18550
Kazaam,810,11511
Larger Than Life,813,34170
Two Deaths,816,124645
A Very Brady Sequel,818,12606
Death in the Garden,820,35206
Kaspar Hauser,824,12632
The Adventures of Pinocchio,828,18975
Joe's Apartment,829,11962
The First Wives Club,830,2925
Stonewall,831,28628
Ransom,832,3595
High School High,833,9308
Phat Beach,834,92381
Foxfire 1996,835,18555
Chain Reaction,836,12123
Matilda,837,10830
Emma 1996,838,3573
The Crow: City of Angels,839,10546
House Arrest,840,18862
Eyes Without a Face,841,31417
Bordello of Blood,842,9431
The Story of Xinghua,844,297645
The Day the Sun Turned Cold,845,48144
Flirt,846,46986
The Spitfire Grill,848,47907
Escape from L.A.,849,10061
Cyclo,850,36266
Basquiat,851,549
Tin Cup,852,10478
The Ballad of Narayama,854,116690
The Godfather,858,238
Police Story 3: Supercop,861,11134
Wife,864,132641
Small Faces,865,42758
Bound,866,9303
Carpool,867,23945
Kansas City,869,22479
Gone Fishin',870,9054
Vive L'Amour,872,11985
Nothing to Lose 1994,875,410921
Project S,876,38955
The Relic,879,11015
The Island of Dr. Moreau 1996,880,9306
First Kid,881,12559
The Trigger Effect,882,58770
Bogus,885,3587
Bulletproof,886,10723
The Land Before Time III: The Time of the Great Giving,888,19004
1-900,889,101230
Halloween: The Curse of Michael Myers,891,10987
Twelfth Night,892,44705
Mother Night,893,20318
Wild Reeds,896,26933
For Whom the Bell Tolls,897,27854
The Philadelphia Story,898,981
Singin' in the Rain,899,872
An American in Paris,900,2769
Funny Face,901,13320
Breakfast at Tiffany's,902,164
Vertigo,903,426
Rear Window,904,567
It Happened One Night,905,3078
Gaslight 1944,906,13528
The Gay Divorcee,907,28288
North by Northwest,908,213
The Apartment,909,284
Some Like It Hot,910,239
Charade,911,4808
Casablanca,912,289
The Maltese Falcon 1941,913,963
My Fair Lady,914,11113
Sabrina 1954,915,6620
Roman Holiday,916,804
The Little Princess,917,26531
Meet Me in St. Louis,918,909
The Wizard of Oz,919,630
Gone with the Wind,920,770
My Favorite Year,921,31044
Sunset Boulevard,922,599
Citizen Kane,923,15
2001: A Space Odyssey,924,62
All About Eve,926,705
The Women 1939,927,22490
Rebecca,928,223
Foreign Correspondent,929,25670
Notorious,930,303
Spellbound 1945,931,4174
An Affair to Remember,932,8356
To Catch a Thief,933,381
Father of the Bride 1950,934,20758
The Band Wagon,935,29376
Ninotchka,936,1859
Love in the Afternoon,937,18299
Gigi,938,17281
The Reluctant Debutante,939,64382
The Adventures of Robin Hood,940,10907
The Mark of Zorro 1940,941,32093
Laura,942,1939
The Ghost and Mrs. Muir,943,22292
Lost Horizon,944,3598
Top Hat,945,3080
To Be or Not to Be,946,198
My Man Godfrey 1936,947,13562
Giant,948,1712
East of Eden,949,220
The Thin Man,950,3529
His Girl Friday,951,3085
Around the World in Eighty Days,952,2897
It's a Wonderful Life,953,1585
Mr. Smith Goes to Washington,954,3083
Bringing Up Baby,955,900
Penny Serenade,956,43795
The Scarlet Letter 1926,957,85638
Angel on My Shoulder,960,22688
Little Lord Fauntleroy,961,23114
They Made Me a Criminal,962,26378
The Inspector General,963,40206
Angel and the Badman,964,22356
The 39 Steps,965,260
A Walk in the Sun,966,43488
Night of the Living Dead 1968,968,10331
The African Queen,969,488
Beat the Devil,970,22733
Cat on a Hot Tin Roof,971,261
The Last Time I Saw Paris,972,57575
Meet John Doe,973,32574
A Farewell to Arms,976,22649
"Yes, Madam",980,39448
Dangerous Ground,981,52855
Picnic,982,39940
The Pompatus of Love,984,85328
Fly Away Home,986,11076
Bliss,987,63945
Grace of My Heart,988,58985
Maximum Risk,990,10861
Michael Collins,991,1770
The Rich Man's Wife,992,44465
Big Night,994,18203
Last Man Standing,996,9333
Caught,997,47260
Set It Off,998,9400
2 Days in the Valley,999,9401
Extreme Measures,1003,11306
The Glimmer Man,1004,9625
D3: The Mighty Ducks,1005,10680
The Chamber,1006,6346
The Apple Dumpling Gang,1007,18660
"Davy Crockett, King of the Wild Frontier",1008,35115
Escape to Witch Mountain,1009,14821
The Love Bug,1010,14136
Herbie Rides Again,1011,10869
Old Yeller,1012,22660
The Parent Trap 1961,1013,19186
Pollyanna,1014,31102
Homeward Bound: The Incredible Journey,1015,6878
The Shaggy Dog,1016,15944
Swiss Family Robinson,1017,18444
That Darn Cat!,1018,20723
"20,000 Leagues Under the Sea 1954",1019,173
Cool Runnings,1020,864
Angels in the Outfield,1021,24795
Cinderella 1950,1022,11224
Winnie the Pooh and the Blustery Day,1023,81310
The Three Caballeros,1024,15947
The Sword in the Stone,1025,9078
So Dear to My Heart,1026,29682
Robin Hood: Prince of Thieves,1027,8367
Mary Poppins,1028,433
Dumbo,1029,11360
Pete's Dragon,1030,11114
Bedknobs and Broomsticks,1031,12335
Alice in Wonderland 1951,1032,12092
The Fox and the Hound,1033,10948
Freeway,1034,11229
The Sound of Music,1035,15121
Die Hard,1036,562
The Lawnmower Man,1037,10163
The Secret Agent,1040,47199
Secrets & Lies,1041,11159
That Thing You Do!,1042,9591
To Gillian on Her 37th Birthday,1043,30500
Surviving Picasso,1044,41843
Beautiful Thing,1046,10938
The Long Kiss Goodnight,1047,11412
The Ghost and the Darkness,1049,10586
Looking for Richard,1050,42314
Trees Lounge,1051,27845
Normal Life,1053,23223
Get on the Bus,1054,49471
Shadow Conspiracy,1055,38153
Jude,1056,25147
Everyone Says I Love You,1057,9716
Romeo + Juliet,1059,454
Swingers,1060,10218
Sleepers,1061,819
Johns,1063,56830
Aladdin and the King of Thieves,1064,11238
Shall We Dance,1066,31530
A Damsel in Distress,1067,66473
Crossfire,1068,28120
"Murder, My Sweet",1069,1834
Willy Wonka & the Chocolate Factory,1073,252
The Innocents,1076,16372
Sleeper,1077,11561
Bananas,1078,11302
A Fish Called Wanda,1079,623
Life of Brian,1080,583
Victor/Victoria,1081,12614
The Candidate,1082,21711
The Great Race,1083,11575
Bonnie and Clyde,1084,475
The Old Man and the Sea,1085,11331
Dial M for Murder,1086,521
Madame Butterfly,1087,21202
Dirty Dancing,1088,88
Reservoir Dogs,1089,500
Platoon,1090,792
Weekend at Bernie's,1091,8491
Basic Instinct,1092,402
The Doors,1093,10537
The Crying Game,1094,11386
Glengarry Glen Ross,1095,9504
Sophie's Choice,1096,15764
E.T. the Extra-Terrestrial,1097,601
A Christmas Carol 1938,1099,25842
Days of Thunder,1100,2119
Top Gun,1101,744
Rebel Without a Cause,1103,221
A Streetcar Named Desire,1104,702
Children of the Corn IV: The Gathering,1105,25750
Microcosmos,1111,9305
Palookaville,1112,37616
The Associate,1113,11112
The Funeral,1114,21612
The People vs. Larry Flynt,1120,1630
A Perfect Candidate,1123,124837
On Golden Pond,1124,11816
The Return of the Pink Panther,1125,11843
Drop Dead Fred,1126,10379
The Abyss,1127,2756
The Fog,1128,790
Escape from New York,1129,1103
The Howling,1130,11298
Jean de Florette,1131,4480
Manon of the Spring,1132,4481
Private Benjamin,1135,10765
Monty Python and the Holy Grail,1136,762
Hustler White,1137,44497
Snowriders,1145,79306
When We Were Kings,1147,10548
The Wrong Trousers,1148,531
The Return of Martin Guerre,1150,4483
Faust 1994,1151,18919
He Walked by Night,1152,31556
Raw Deal,1153,26167
T-Men,1154,26174
The Tin Drum,1161,659
The Ruling Class,1162,30892
Mina Tannenbaum,1163,86369
2 or 3 Things I Know About Her,1164,8074
The Bloody Child,1165,124676
Dear God,1167,38554
Bad Moon,1168,49763
American Dream,1169,41326
Bob Roberts,1171,10608
Cinema Paradiso,1172,11216
"The Cook, the Thief, His Wife & Her Lover",1173,7452
Dead Tired,1174,64567
Delicatessen,1175,892
The Double Life of Veronique,1176,1600
Enchanted April,1177,26561
Paths of Glory,1178,975
The Grifters,1179,18129
Hear My Song,1180,54405
The Shooter,1181,150823
The English Patient,1183,409
Mediterraneo,1184,38251
My Left Foot: The Story of Christy Brown,1185,10161
"Sex, Lies, and Videotape",1186,1412
Passion Fish,1187,41768
Strictly Ballroom,1188,10409
The Thin Blue Line,1189,14285
Tie Me Up! Tie Me Down!,1190,2469
Madonna: Truth or Dare,1191,10174
Paris is Burning,1192,31225
One Flew Over the Cuckoo's Nest,1193,510
Up in Smoke,1194,11455
The Empire Strikes Back,1196,1891
The Princess Bride,1197,2493
Raiders of the Lost Ark,1198,85
Brazil,1199,68
Aliens,1200,679
"The Good, the Bad and the Ugly",1201,429
Withnail & I,1202,13446
12 Angry Men 1957,1203,389
Lawrence of Arabia,1204,947
A Clockwork Orange,1206,185
To Kill a Mockingbird,1207,595
Apocalypse Now,1208,28
Once Upon a Time in the West,1209,335
Return of the Jedi,1210,1892
Wings of Desire,1211,144
The Third Man,1212,1092
GoodFellas,1213,769
Alien,1214,348
Army of Darkness,1215,766
The Big Blue,1216,175
Ran,1217,11645
The Killer,1218,10835
Psycho 1960,1219,539
The Blues Brothers,1220,525
The Godfather: Part II,1221,240
Full Metal Jacket,1222,600
A Grand Day Out,1223,530
Henry V 1989,1224,10705
Amadeus,1225,279
The Quiet Man,1226,3109
Once Upon a Time in America,1227,311
Raging Bull,1228,1578
Annie Hall,1230,703
The Right Stuff,1231,9549
Stalker,1232,1398
Das Boot,1233,387
The Sting,1234,9277
Harold and Maude,1235,343
Trust,1236,37291
The Seventh Seal,1237,490
Local Hero,1238,11235
The Terminator,1240,218
Braindead,1241,763
Glory,1242,9665
Rosencrantz & Guildenstern Are Dead,1243,18971
Manhattan,1244,696
Miller's Crossing,1245,379
Dead Poets Society,1246,207
The Graduate,1247,37247
Touch of Evil,1248,1480
La Femme Nikita,1249,9322
The Bridge on the River Kwai,1250,826
8½,1251,422
Chinatown,1252,829
The Day the Earth Stood Still 1951,1253,828
The Treasure of the Sierra Madre,1254,3090
Bad Taste,1255,9964
Duck Soup,1256,3063
Better Off Dead...,1257,13667
The Shining,1258,694
Stand by Me,1259,235
M,1260,832
Evil Dead II,1261,765
The Great Escape,1262,5925
The Deer Hunter,1263,11778
Diva,1264,4485
Groundhog Day,1265,137
Unforgiven,1266,33
The Manchurian Candidate 1962,1267,982
Pump up the Volume,1268,8428
Arsenic and Old Lace,1269,212
Back to the Future,1270,105
